date,CSCO,BA,GILD,EQIX,V,CHTR,BBY,WBA,C,T,CF,FCX,BAC,PSX,PPG,ADBE,PEP,LLY,COST,LOW,MDLZ,XEL,TJX,MPC,D,MRK,UNP,ABBV,ORCL,ECL,ETR,SBUX,AMT,PG,CAT,MCD,AMZN,INTC,KMI,WELL,TMO,CCI,MMM,ES,KO,NEE,UPS,MSFT,SHW,MLM,SPG,RTX,PNC,NVDA,EXC,HD,VLO,FDX,AXP,SO,XOM,CVX,CMCSA,NKE,VTR,PLD,IBM,LIN,EOG,KMB,NEM,WFC,GS,AVB,DIS,GE,NFLX,CVS,JPM,COP,DHR,GOOGL,META,SRE,YUM,PFE,AVGO,DUK,CL,VZ,AMGN,LYB,GIS,MS,OKE,BK,UNH,GPC,HON,O,SLB,AAPL,APD,TMUS,WMT,LMT,BMY,PSA,TRV,AEP,DOW,JNJ,CRM,BWA,BLK
2019-06-28,45.58,357.59,53.67,452.68,166.43,395.18,56.27,40.87,56.13,17.3,40.33,10.86,25.0,73.15,104.42,294.65,109.82,102.26,241.41,90.42,47.13,50.0,48.81,45.88,59.53,67.2,148.24,55.94,51.99,185.69,41.21,73.77,176.28,94.48,119.28,180.67,94.68,41.72,14.5,67.5,289.6,101.96,116.18,61.44,42.67,44.32,83.0,126.77,144.9,220.39,115.18,55.93,110.08,4.08,27.38,179.74,66.37,148.37,113.79,43.67,57.59,95.42,36.34,77.96,53.99,68.84,100.62,183.87,71.68,108.49,32.27,40.17,177.14,167.04,136.27,50.98,367.32,45.04,94.17,49.17,123.34,53.88,192.1,56.66,99.11,31.38,24.44,69.27,62.3,41.01,153.39,59.42,42.96,36.23,46.07,36.91,223.88,87.29,154.3,50.31,33.85,47.54,197.67,72.26,33.68,309.72,36.56,187.69,131.62,71.06,35.28,117.56,150.63,33.65,403.68
2019-07-31,46.43,335.16,52.05,450.72,170.69,385.38,61.75,40.74,57.03,17.85,42.79,10.39,26.45,80.2,105.03,298.86,107.04,100.56,251.8,91.35,46.77,50.1,50.36,46.3,57.2,66.51,157.74,52.03,51.59,189.72,42.29,83.33,182.47,102.36,116.11,183.33,93.34,44.05,14.49,68.82,273.82,104.24,117.11,61.52,44.1,44.82,96.02,128.95,162.22,237.28,116.93,57.39,115.54,4.19,25.74,184.68,66.1,154.1,115.0,44.4,55.88,94.4,37.28,79.89,53.15,69.28,108.17,175.15,66.27,110.42,30.64,41.09,190.59,171.65,140.42,50.74,322.99,46.59,98.4,47.86,121.25,60.62,193.33,56.23,100.76,28.14,24.62,68.08,62.72,40.1,155.31,57.74,43.84,37.14,46.92,39.48,228.47,81.84,152.41,50.65,34.05,51.17,199.33,77.71,33.64,308.55,36.12,191.31,129.07,70.9,34.65,109.91,153.38,30.3,402.29
2019-08-30,39.23,359.85,50.48,501.6,173.64,409.59,51.36,38.61,51.96,18.48,41.87,8.64,23.72,77.83,99.56,284.51,114.51,104.88,269.86,101.08,48.29,53.97,50.97,40.87,59.77,69.3,142.82,51.34,47.7,194.03,45.57,85.3,198.48,104.26,104.94,190.65,88.81,41.59,14.25,74.9,283.07,113.55,109.39,64.98,46.12,47.66,96.17,130.9,166.91,243.58,108.9,56.28,104.24,4.17,27.22,196.97,59.06,143.33,111.3,46.52,52.11,91.19,38.22,78.67,57.97,71.87,100.04,173.78,57.27,114.86,33.46,39.96,177.63,174.75,134.77,40.06,293.75,50.8,93.19,42.27,122.62,59.24,184.81,58.8,104.96,26.0,23.99,73.58,64.83,42.2,174.92,53.38,44.41,34.58,48.35,35.39,214.7,76.09,146.22,54.18,27.63,50.33,197.28,76.07,35.0,329.12,39.1,208.63,129.37,74.15,31.0,109.14,154.94,26.29,363.48
2019-09-30,41.41,376.04,50.83,520.1,165.18,412.12,56.08,41.72,55.78,19.83,42.75,8.99,25.31,80.81,106.5,276.25,115.63,103.82,263.77,99.06,48.62,54.89,51.68,50.45,63.13,67.91,142.84,59.13,50.42,186.7,47.39,78.1,191.48,107.86,111.38,187.8,86.8,45.21,14.49,75.81,287.41,109.61,111.2,69.76,45.96,50.69,97.11,132.02,174.24,263.09,113.81,58.99,113.32,4.33,27.82,201.74,66.87,132.07,109.37,49.33,53.73,91.88,38.93,87.44,58.31,73.7,107.34,178.21,57.29,116.48,31.93,43.29,180.52,178.28,127.96,43.45,267.62,52.59,99.83,46.16,124.79,60.76,177.25,61.7,101.95,26.28,23.65,76.05,64.27,43.8,162.25,62.59,45.5,35.56,49.99,38.04,200.32,84.61,150.29,56.46,29.57,54.0,194.74,76.77,36.35,334.22,41.25,194.84,131.61,76.21,34.65,110.01,147.36,29.55,386.37
2019-10-31,40.11,335.95,51.09,511.07,171.76,467.86,58.39,41.32,58.03,20.45,39.4,9.28,27.13,92.19,112.44,277.93,115.69,105.79,272.61,101.04,46.1,53.72,53.45,53.11,64.31,69.91,145.91,63.03,50.15,181.07,49.06,74.7,188.84,108.67,122.47,172.05,88.83,49.59,14.22,75.84,297.97,109.44,111.6,68.34,45.95,51.85,93.34,136.14,181.35,251.39,110.17,62.04,119.57,5.0,26.2,203.97,76.08,138.51,108.86,50.04,51.41,89.97,38.89,83.37,51.98,75.89,98.71,182.47,53.73,108.96,33.45,44.31,185.88,180.21,127.57,48.51,287.41,55.78,106.82,45.06,119.08,62.64,190.76,60.41,91.41,28.06,25.09,74.78,60.36,44.33,178.8,62.75,42.36,38.67,47.37,39.6,232.93,87.15,153.42,60.39,28.29,59.97,187.19,80.56,35.91,322.75,47.05,177.04,116.01,76.78,36.72,112.27,155.35,33.58,400.3
2019-11-29,38.25,364.0,53.93,513.36,177.48,470.01,65.55,45.29,61.08,19.86,40.41,10.75,28.91,91.22,116.24,309.53,114.56,109.58,275.08,106.2,46.18,52.01,56.9,50.79,64.75,70.33,156.04,69.51,51.67,175.98,47.38,75.84,185.33,106.53,128.63,171.2,90.04,51.21,13.96,71.47,309.79,105.4,115.84,67.45,45.42,51.14,97.79,144.23,185.13,258.15,112.07,64.42,124.88,5.4,25.78,191.73,75.6,145.21,111.5,50.0,52.48,91.63,38.31,87.27,46.56,79.17,100.41,189.7,54.96,111.8,32.33,47.18,193.91,177.52,148.83,54.78,314.66,63.25,112.66,48.93,126.13,64.89,200.7,61.56,90.87,28.44,27.09,70.7,59.67,44.16,198.11,65.47,44.41,41.55,48.82,41.48,257.97,88.67,159.39,56.75,31.33,64.62,207.45,76.56,36.47,337.1,46.7,167.36,121.02,74.89,39.31,117.72,161.71,34.02,429.09
2019-12-31,40.49,323.82,52.6,528.62,180.74,485.08,71.79,44.8,64.96,20.76,41.75,12.39,30.73,88.59,120.43,329.81,116.07,122.73,269.68,108.42,48.66,54.05,56.84,50.46,65.25,73.88,160.3,70.15,48.76,182.4,48.77,78.05,199.89,109.01,131.25,173.95,92.39,52.79,15.07,69.11,320.75,113.11,120.37,69.87,47.07,52.96,95.61,150.25,185.26,268.96,110.4,65.03,130.11,5.86,26.47,191.09,74.15,137.76,115.55,51.37,53.75,94.28,39.02,94.57,46.74,77.55,100.1,196.7,64.93,113.64,36.71,46.61,201.43,174.89,142.86,54.29,323.57,62.42,119.2,53.09,132.75,66.65,204.3,63.73,90.92,28.93,27.35,73.14,60.57,45.01,203.47,66.85,44.61,42.93,52.0,42.63,272.02,90.92,158.0,54.69,35.28,71.01,207.29,76.43,36.56,335.68,52.64,170.83,121.95,77.48,40.31,124.89,161.46,35.09,438.78
2020-01-31,39.09,316.37,51.16,534.08,191.39,517.46,69.25,38.64,60.91,20.26,35.22,10.53,28.64,72.65,108.12,351.14,120.62,130.39,280.32,105.71,50.7,58.9,54.96,45.65,67.56,69.4,159.08,65.05,48.48,185.35,53.54,75.3,201.56,109.41,117.55,188.36,100.44,56.39,15.03,71.76,309.22,119.23,108.26,75.93,49.67,58.66,84.55,162.19,176.83,253.72,98.69,65.22,121.99,5.89,27.63,199.59,66.75,131.78,120.96,56.78,47.85,83.82,37.65,89.89,46.83,80.81,107.34,187.68,56.71,118.34,38.07,40.66,208.28,180.72,136.62,60.57,345.09,57.37,113.91,48.51,139.15,71.29,200.97,67.58,95.47,27.78,26.41,78.29,65.31,44.03,182.35,55.09,43.9,44.17,52.09,38.19,252.1,80.08,154.63,58.42,29.41,74.84,210.57,77.18,35.22,369.08,51.99,179.49,117.21,85.44,33.93,127.46,180.99,27.74,460.29
2020-02-28,33.96,275.11,56.14,520.93,175.09,493.17,61.86,35.08,51.95,18.96,32.48,9.44,24.86,60.12,94.64,345.12,112.13,118.39,258.49,96.92,46.65,53.05,55.87,40.12,62.31,62.19,142.56,68.81,45.72,170.55,47.93,69.95,197.26,99.41,111.19,172.03,94.19,49.22,13.81,63.86,287.11,114.02,102.77,71.01,45.49,55.59,74.66,154.78,164.48,219.37,92.6,56.98,103.8,6.73,25.22,190.61,53.06,128.61,102.39,49.12,40.2,73.88,35.25,83.66,43.52,73.33,98.22,176.48,49.2,108.39,37.71,35.76,176.98,167.29,116.21,52.93,369.03,50.06,99.93,39.81,125.06,66.64,191.58,58.81,80.92,24.93,23.6,74.22,59.82,40.12,169.79,51.3,41.19,38.06,46.42,34.03,235.92,74.66,145.58,54.1,24.12,66.26,193.72,87.87,33.13,320.93,48.78,167.75,106.69,73.69,30.29,115.89,169.16,25.7,404.13
2020-03-31,33.43,149.14,61.12,568.01,155.21,436.31,47.08,35.07,34.48,15.69,23.97,6.4,18.65,43.09,75.74,318.24,102.71,130.21,262.16,78.25,44.49,51.69,44.67,19.99,57.53,62.99,125.81,61.17,44.68,147.69,38.52,58.63,189.39,96.58,103.85,146.49,97.49,47.97,10.03,39.08,280.21,115.87,94.0,64.63,37.95,52.92,77.08,150.67,146.26,182.44,41.28,41.16,78.61,6.57,21.53,164.53,36.33,111.04,79.74,44.06,29.67,57.35,30.17,77.45,22.33,70.45,83.72,160.62,27.94,106.43,38.37,25.13,136.27,124.02,95.42,38.67,375.5,50.19,77.48,25.32,119.88,57.82,166.02,48.03,62.13,24.35,20.87,65.47,58.75,39.8,172.34,35.63,44.36,28.74,15.17,28.72,231.67,58.16,120.1,37.44,12.01,61.64,177.26,81.77,35.11,294.1,46.04,160.82,89.1,66.02,21.92,113.0,142.93,19.82,386.84
2020-04-30,36.36,141.02,68.67,614.06,172.16,495.23,63.38,33.19,39.75,16.69,24.23,8.37,21.12,58.77,82.3,353.64,113.13,145.15,279.24,95.83,45.7,54.49,45.82,27.14,61.47,64.96,142.54,66.94,49.19,183.4,39.15,68.43,207.9,104.17,105.08,166.17,123.7,53.17,10.97,43.73,330.68,127.93,104.61,66.69,39.36,50.83,78.1,171.21,170.73,183.41,50.24,56.89,88.69,7.28,21.69,193.71,50.74,116.08,85.47,46.16,36.31,72.82,33.02,81.6,26.96,78.21,94.76,170.83,37.3,115.26,50.4,25.43,161.69,137.32,106.83,33.12,419.85,52.5,83.3,34.61,141.57,67.01,203.76,52.65,78.36,28.62,23.91,68.53,62.58,43.01,203.36,41.6,50.79,33.61,21.53,32.28,271.7,68.48,127.39,41.41,14.98,71.21,200.32,85.57,37.56,337.58,50.63,150.17,90.76,68.61,27.5,129.3,160.77,23.24,441.41
2020-05-29,41.03,145.85,63.62,637.05,188.39,544.0,64.5,33.3,39.66,16.9,26.19,8.6,21.19,63.65,92.63,386.6,112.5,144.24,284.28,119.24,46.3,55.75,49.29,30.23,67.75,66.09,152.38,75.47,49.93,201.48,42.16,69.93,225.51,102.45,108.46,166.18,122.12,56.09,11.58,43.83,345.02,138.14,108.81,69.67,40.04,56.2,83.13,175.55,189.47,185.73,43.41,57.13,94.82,8.84,22.65,218.96,54.26,119.55,89.04,47.01,36.23,73.59,34.75,92.5,29.13,80.2,95.53,187.86,40.02,117.73,49.54,23.64,174.31,131.47,115.87,32.0,419.73,55.93,84.65,35.02,144.3,71.33,224.04,53.69,81.78,28.78,25.64,70.11,64.41,42.96,196.56,45.77,53.46,37.68,26.39,31.97,283.2,72.05,131.86,41.88,16.45,77.27,214.59,97.5,38.51,339.13,49.73,164.17,95.94,71.0,29.46,129.08,173.52,26.29,464.8
2020-06-30,40.02,183.3,63.48,641.31,186.4,510.04,72.57,32.87,42.3,16.56,25.1,10.97,21.0,58.48,96.63,435.31,113.99,154.83,279.43,123.61,45.68,53.94,47.24,32.16,65.41,63.82,151.68,79.96,51.33,189.01,38.84,65.98,226.8,105.67,114.22,164.53,137.94,53.33,11.12,44.77,358.24,135.28,108.5,69.31,38.67,53.11,92.69,194.96,184.36,199.73,51.45,54.56,87.48,9.47,21.46,222.06,47.89,129.04,89.17,42.71,35.63,71.61,34.41,92.01,30.89,82.31,92.37,197.85,39.77,118.57,52.55,22.87,175.31,131.67,110.15,33.31,455.04,55.42,81.82,34.88,153.31,70.56,226.01,50.28,79.21,24.64,28.08,65.41,65.24,41.28,201.84,47.84,52.28,41.17,23.89,33.24,275.18,75.77,130.72,45.23,16.48,88.66,215.61,101.51,37.18,318.59,48.96,156.97,102.97,66.33,31.11,122.04,185.97,28.86,481.56
2020-07-31,40.73,158.0,57.37,717.27,183.72,580.0,82.81,31.57,41.82,16.49,27.94,12.25,22.0,50.44,98.08,444.32,118.64,141.73,300.65,136.74,49.58,59.58,48.57,32.87,65.29,66.22,155.52,78.22,51.71,177.73,43.53,68.62,229.3,116.61,120.88,173.28,158.23,42.55,10.53,46.33,409.27,134.76,104.66,74.97,40.88,62.07,119.02,196.4,206.72,200.32,47.91,50.19,89.66,10.58,22.83,235.34,45.79,154.97,87.8,44.98,33.53,67.36,37.78,91.59,32.36,92.97,94.03,228.64,37.07,127.53,58.89,21.67,175.61,130.38,115.51,29.61,488.88,54.11,84.88,31.37,176.69,74.04,252.49,53.38,82.98,29.29,28.18,69.38,69.15,43.53,209.37,45.51,54.08,41.96,20.75,31.09,282.49,78.55,135.04,45.83,16.26,103.3,255.95,104.65,40.17,330.86,49.22,163.5,103.31,72.36,31.34,126.49,193.43,29.93,508.93
2020-08-31,36.51,171.82,55.08,723.64,204.87,615.61,92.23,29.82,42.75,16.62,29.35,14.8,22.76,48.24,110.21,513.39,120.71,140.62,321.09,151.23,52.19,59.96,51.19,30.98,63.21,70.37,173.5,78.93,53.36,187.23,41.42,76.15,218.56,123.02,129.46,191.55,172.55,45.72,10.32,50.3,424.13,131.97,114.42,71.34,42.86,62.04,137.28,216.58,214.53,196.7,52.14,54.42,93.47,13.33,22.04,252.67,43.6,202.31,95.59,43.49,32.45,68.35,39.56,105.22,34.76,89.83,95.54,232.96,35.88,132.33,57.26,21.66,182.85,134.59,130.26,30.92,529.56,53.4,88.0,31.79,179.01,81.08,291.84,53.03,87.78,28.76,30.88,66.54,71.0,44.88,218.22,48.4,54.66,44.87,20.43,32.07,291.6,82.29,150.52,47.52,17.04,125.68,260.98,113.72,43.28,342.81,52.19,173.74,104.77,66.19,34.96,134.01,270.67,33.33,525.91
2020-09-30,34.07,165.26,52.67,696.47,193.25,624.34,93.02,28.17,36.05,15.89,27.62,14.83,21.45,42.77,111.75,490.43,120.33,140.27,327.86,152.3,51.61,59.93,51.99,25.64,64.36,68.95,177.49,72.19,55.67,190.29,41.17,77.46,213.06,123.61,135.68,196.91,157.44,46.47,9.21,48.18,436.75,135.61,112.42,70.02,43.07,61.68,139.81,201.99,222.74,228.21,49.7,51.33,92.39,13.49,21.35,247.46,35.91,232.15,94.33,45.19,27.89,58.63,40.84,118.06,35.78,89.24,94.27,222.95,28.44,124.73,54.2,21.09,179.37,128.53,122.56,30.44,500.03,50.2,84.55,27.55,186.85,72.93,260.68,51.22,83.61,27.93,32.71,73.35,69.11,45.05,218.95,52.11,52.72,41.51,19.31,29.78,292.08,83.6,149.66,46.72,14.04,112.79,267.17,111.46,43.61,336.68,50.58,183.81,98.41,68.62,36.45,130.05,249.49,31.81,501.91
2020-10-30,31.34,144.39,48.47,670.0,175.61,603.82,93.23,26.7,35.06,15.34,24.83,16.44,21.1,38.5,118.74,447.1,115.72,123.63,330.92,145.67,47.72,60.81,47.46,25.78,65.51,62.52,159.75,71.09,52.53,174.82,42.29,78.4,202.42,122.61,143.74,191.09,151.81,39.74,9.08,47.02,468.0,127.22,112.27,73.14,41.93,65.08,131.82,194.44,219.94,258.25,49.16,48.46,95.03,12.5,23.82,237.66,32.01,239.49,86.2,47.89,26.51,56.6,37.48,112.92,33.65,87.98,86.52,206.29,27.36,112.0,53.68,19.24,168.72,119.74,119.77,36.25,475.74,48.62,86.89,24.32,199.18,80.42,261.89,54.25,85.47,27.0,31.39,76.29,71.06,43.61,186.88,50.6,50.95,41.64,22.25,30.06,285.87,79.44,149.97,44.67,13.48,106.02,247.78,106.79,43.25,307.56,49.41,189.05,109.8,75.5,35.24,119.77,230.58,28.72,533.67
2020-11-30,37.55,210.71,50.57,641.61,203.6,651.99,90.93,30.18,46.62,16.32,33.88,22.18,25.07,50.7,134.86,478.47,125.22,138.75,362.52,143.57,51.61,58.49,59.33,34.46,64.0,66.83,184.86,87.37,54.04,211.53,45.88,88.79,203.78,124.19,158.88,196.23,158.4,43.7,10.98,55.58,459.95,136.48,122.27,73.34,45.37,65.72,144.42,206.12,239.45,258.11,64.63,64.46,117.27,13.36,24.74,247.19,45.39,264.51,112.03,50.39,31.71,72.05,44.58,126.67,40.85,88.74,97.06,240.07,37.46,117.68,50.24,24.64,205.8,143.38,146.2,49.73,490.7,58.77,104.48,33.61,194.92,87.3,275.68,55.17,97.32,31.05,36.05,77.53,77.14,46.23,192.57,63.66,52.42,53.47,27.52,34.23,315.1,86.41,186.28,46.48,18.76,116.15,251.28,129.57,47.62,322.91,52.75,185.24,117.93,71.86,41.59,127.27,244.01,32.04,621.97
2020-12-31,39.06,214.06,49.12,656.68,211.71,661.55,83.86,31.66,52.2,16.32,35.16,24.67,27.16,58.53,132.52,500.12,129.66,160.84,357.64,147.89,52.82,58.28,63.8,36.66,61.81,68.55,188.61,89.52,60.56,206.47,42.08,96.91,198.94,124.43,166.59,193.65,162.85,45.03,10.43,57.03,460.96,130.76,123.73,72.99,48.22,68.9,142.17,214.16,235.38,275.93,67.78,64.27,126.56,13.02,25.44,238.0,47.75,240.16,114.23,51.72,34.28,69.79,46.5,133.31,42.2,88.9,98.91,247.66,39.85,114.78,51.5,27.19,236.64,139.47,178.97,52.81,540.73,59.21,112.62,33.97,192.92,87.21,271.89,55.58,99.85,29.84,39.64,76.61,77.02,44.96,199.4,68.57,50.68,59.26,29.45,37.13,329.71,88.94,194.3,48.37,19.82,129.45,246.27,131.43,45.09,314.04,52.85,192.28,128.49,70.49,43.54,138.44,220.91,31.86,645.89
2021-01-29,39.23,194.19,55.3,680.39,187.04,607.56,91.45,39.89,49.52,16.54,37.58,25.52,26.57,56.74,123.78,458.77,119.41,198.12,334.53,154.27,50.08,55.94,59.83,38.25,59.91,64.58,178.87,86.61,56.79,195.17,40.18,87.69,201.51,115.35,168.23,187.56,160.31,50.18,10.95,53.48,504.43,130.82,124.34,73.83,42.34,72.22,130.85,223.35,221.57,279.27,73.86,59.97,122.81,12.96,25.04,242.66,47.63,217.7,110.22,49.6,37.29,70.41,44.19,125.88,39.64,92.06,93.59,230.64,40.96,112.45,51.25,26.92,243.33,142.28,166.12,52.23,532.39,62.53,114.86,34.01,206.55,90.93,257.13,53.98,93.35,29.41,40.78,78.65,70.65,42.35,209.38,64.15,50.51,58.27,31.28,35.12,313.63,83.14,178.47,46.13,20.16,128.74,240.45,122.88,43.95,284.71,52.34,189.53,124.76,68.49,40.72,143.5,223.92,34.63,627.73
